Customer_ID,Age,Gender,City,Income,Spending_Score,Purchase_Amount,Purchase_Frequency,Product_Category,Membership,Satisfaction,Last_Purchase_Days
C033,35,Male,Bandung,12198550.0,28,810801,5,Sports,Silver,1.0,39
C034,21,Female,Bogor,12084966.0,66,67347,10,Food,Bronze,5.0,43
C035,42,Male,Jakarta,14984398.0,35,722280,5,Fashion,Bronze,1.0,31
C036,31,Male,Depok,4841648.0,5,606110,4,Beauty,Gold,1.0,17
C037,26,Male,Jakarta,10132508.0,65,614396,6,Food,Silver,1.0,33
C038,43,Female,Jakarta,9437845.0,40,965387,10,Sports,Silver,3.0,32
C039,19,Female,Jakarta,13077080.0,76,532315,4,Electronics,Silver,1.0,58
C040,37,Female,Bekasi,6828433.0,56,57967,7,Sports,Bronze,3.0,29
C041,45,Female,Tangerang,5735264.0,36,947151,7,Fashion,Bronze,5.0,21
C042,24,Female,Bekasi,7448748.0,45,586159,2,Beauty,Silver,3.0,21
C043,25,Female,Tangerang,14089321.0,23,275371,3,Beauty,Bronze,5.0,40
C044,52,Female,Jakarta,10152747.0,47,258524,1,Fashion,Bronze,5.0,23
C045,31,Male,Depok,13697597.0,31,779630,8,Food,Gold,3.0,56
C046,34,Male,Tangerang,7137270.0,11,214685,9,Food,Gold,2.0,6
C047,53,Male,Bogor,7317922.0,10,8858804,4,Beauty,Silver,4.0,22
C048,21,Male,Bogor,11847905.0,67,301537,6,Beauty,Gold,1.0,50
C049,19,Male,Bandung,10465373.0,14,757548,9,Electronics,Bronze,,38
C050,23,Male,Tangerang,4020154.0,80,891531,6,Food,Gold,1.0,37
C051,21,Male,Depok,11070924.0,74,609550,9,Fashion,Bronze,1.0,45
C052,46,Female,Bekasi,9843532.0,93,914645,4,Food,Gold,5.0,51
C053,35,Female,Jakarta,7945169.0,10,429551,8,Electronics,Gold,1.0,54
C054,43,Male,Bandung,9733215.0,76,985772,9,Beauty,Silver,1.0,8
C055,51,Male,Bogor,11195810.0,94,521082,4,Beauty,Gold,3.0,41
C056,27,Female,Bekasi,10904294.0,1,922701,5,Electronics,Silver,4.0,49
C057,53,Male,Bekasi,10185197.0,5,110545,8,Fashion,Bronze,3.0,35
C058,31,Male,Jakarta,11171548.0,20,284555,10,Beauty,Silver,1.0,51
C059,48,Female,Tangerang,9714301.0,8,273894,6,Sports,Silver,5.0,11
C060,32,Male,Bogor,14192304.0,43,777506,7,Beauty,Bronze,3.0,24
C061,25,Female,Depok,13481981.0,76,352066,3,Sports,Silver,3.0,49
C062,31,Male,Bekasi,,1,617201,7,Electronics,Gold,,21
C063,40,Female,Jakarta,14305231.0,57,409177,8,Electronics,Bronze,1.0,51
C064,38,Female,Depok,14095479.0,64,416936,10,Beauty,Silver,5.0,2
C065,33,Female,Tangerang,12258731.0,84,300497,6,Food,Gold,3.0,40
C066,35,Male,Bogor,14374857.0,28,493057,10,Sports,Gold,3.0,19
C067,41,Female,Tangerang,,37,751692,9,Fashion,Gold,5.0,39
C068,43,Male,Bekasi,4859582.0,47,535278,6,Beauty,Silver,1.0,28
C069,42,Male,Depok,10744064.0,76,956295,9,Fashion,Gold,2.0,59
C070,46,Male,Depok,5129885.0,37,206104,4,Beauty,Silver,3.0,17
C071,32,Male,Depok,7720642.0,49,743206,8,Food,Bronze,2.0,6
C072,18,Female,Bekasi,13595756.0,44,764834,4,Food,Silver,4.0,19
C073,42,Female,Bekasi,3549239.0,56,94936,2,Food,Silver,1.0,56
C074,24,Male,Tangerang,11945309.0,28,735154,10,Food,Bronze,4.0,38
C075,26,Male,Bandung,8408753.0,79,766948,9,Electronics,Silver,4.0,28
C076,41,Female,Tangerang,6047569.0,6,252056,5,Electronics,Silver,4.0,2
C077,18,Male,Bogor,12659072.0,61,275469,4,Sports,Bronze,1.0,38
C078,25,Female,Jakarta,3785332.0,20,78141,2,Fashion,Silver,1.0,55
C079,41,Male,Depok,12156558.0,78,976578,1,Beauty,Silver,5.0,37
C080,28,Male,Bandung,11555080.0,2,187478,7,Beauty,Silver,2.0,51
C081,34,Female,Jakarta,3397710.0,73,147359,6,Electronics,Bronze,2.0,52
C082,25,Male,Bandung,9503216.0,37,959711,2,Beauty,Bronze,,4
C083,52,Female,Tangerang,7317048.0,20,204363,8,Electronics,Silver,5.0,22
C084,52,Male,Bekasi,6188729.0,26,615856,4,Sports,Gold,4.0,26
C085,50,Male,Depok,7785956.0,29,671827,8,Fashion,Bronze,5.0,49
C086,22,Male,Tangerang,8105724.0,1,621139,7,Sports,Silver,3.0,43
C087,45,Female,Jakarta,8025764.0,35,543158,5,Food,Bronze,2.0,36
C088,24,Male,Jakarta,14238779.0,70,629111,10,Food,Silver,5.0,58
C089,26,Male,Jakarta,10996198.0,59,73312,10,Food,Gold,3.0,13
C090,25,Male,Jakarta,3910775.0,69,477387,8,Sports,Silver,3.0,52
C091,29,Male,Jakarta,,33,484995,9,Beauty,Bronze,3.0,58
C092,51,Female,Bandung,,51,774188,5,Fashion,Silver,3.0,32
C093,50,Female,Tangerang,8927997.0,78,550531,10,Food,Bronze,4.0,17
C094,40,Male,Depok,3558924.0,12,935155,5,Food,Silver,3.0,41
C095,41,Female,Bekasi,6881185.0,20,848843,2,Food,Silver,4.0,36
C096,54,Male,Bekasi,8004998.0,53,546037,5,Fashion,Bronze,4.0,55
C097,52,Male,Tangerang,13679043.0,88,299062,3,Food,Bronze,3.0,60
C098,39,Male,Tangerang,8166650.0,43,893441,7,Fashion,Silver,2.0,46
C099,44,Female,Bekasi,8693075.0,98,458638,10,Food,Gold,3.0,19
C100,52,Female,Bekasi,11109916.0,89,485684,5,Sports,Gold,,58
C101,18,Female,Bandung,8193278.0,50,606659,8,Sports,Bronze,3.0,60
C102,52,Female,Bogor,3431413.0,29,107022,1,Fashion,Silver,2.0,35
C103,54,Female,Depok,12741172.0,57,383373,3,Sports,Silver,1.0,46
C104,31,Female,Jakarta,13812658.0,39,149071,3,Fashion,Silver,1.0,40
C105,20,Female,Bogor,7165100.0,95,232268,9,Sports,Silver,4.0,56
C106,18,Female,Tangerang,3863561.0,56,408918,5,Sports,Gold,4.0,59
C107,22,Female,Bekasi,3302186.0,43,539626,9,Fashion,Gold,2.0,28
C108,43,Male,Bogor,6207393.0,50,338859,9,Beauty,Silver,5.0,1
C109,31,Female,Depok,8489464.0,23,864037,1,Sports,Silver,1.0,42
C110,44,Female,Tangerang,10456985.0,44,674141,2,Food,Silver,4.0,18
C111,26,Female,Jakarta,84305206.0,38,605462,5,Beauty,Bronze,1.0,48
C112,32,Female,Jakarta,4026553.0,84,977460,4,Fashion,Silver,2.0,40
C113,32,Female,Depok,12623810.0,23,547660,10,Beauty,Silver,2.0,33
C114,43,Female,Depok,11533879.0,45,126373,9,Electronics,Silver,5.0,12
C115,30,Female,Bekasi,13604293.0,52,905684,7,Electronics,Bronze,5.0,8
C116,49,Female,Jakarta,6743797.0,80,243021,6,Sports,Bronze,2.0,24
C117,49,Female,Tangerang,4514542.0,50,243718,7,Sports,Gold,4.0,16
C118,21,Female,Bogor,9357718.0,8,644305,1,Food,Bronze,1.0,50
C119,47,Female,Tangerang,7180656.0,85,113037,1,Beauty,Silver,3.0,4
C120,54,Male,Bandung,14318792.0,1,664106,8,Electronics,Bronze,5.0,38
C121,40,Male,Bandung,11465506.0,8,580836,2,Sports,Bronze,3.0,44
C122,32,Female,Depok,14683705.0,29,691269,10,Beauty,Bronze,4.0,27
C123,46,Female,Bekasi,9846192.0,96,284213,9,Sports,Bronze,5.0,9
C124,53,Male,Bandung,11676924.0,5,254366,7,Sports,Gold,3.0,47
C125,30,Female,Jakarta,13397562.0,86,552420,6,Electronics,Bronze,4.0,16
C126,49,Male,Tangerang,10347689.0,47,204249,1,Electronics,Gold,1.0,56
C127,24,Male,Tangerang,4829553.0,34,336166,1,Sports,Silver,4.0,12
C128,39,Male,Depok,6041341.0,65,680585,2,Fashion,Silver,5.0,31
C129,45,Male,Bogor,4039504.0,55,710902,6,Sports,Silver,2.0,24
C130,19,Male,Depok,9666455.0,90,272084,6,Sports,Silver,,55
C131,23,Female,Bogor,13493666.0,43,539536,2,Food,Silver,3.0,14
C132,45,Male,Depok,10663589.0,74,110428,1,Food,Bronze,5.0,45
C133,45,Female,Depok,10918348.0,30,728100,10,Food,Silver,2.0,25
C134,37,Female,Depok,7988023.0,82,371497,5,Fashion,Gold,4.0,34
C135,47,Male,Bogor,10635836.0,17,687420,5,Fashion,Gold,2.0,3
C136,28,Male,Bogor,10809006.0,26,237604,2,Sports,Gold,5.0,58
C137,45,Female,Depok,4675843.0,8,590340,6,Food,Silver,5.0,24
C138,42,Male,Bandung,11423309.0,47,150689,9,Fashion,Silver,,54
C139,50,Male,Bekasi,6229028.0,76,752436,2,Electronics,Silver,4.0,42
C140,18,Female,Bekasi,10056993.0,91,496636,10,Sports,Silver,2.0,9
C141,44,Female,Bekasi,4721610.0,72,706031,2,Beauty,Bronze,5.0,26
C142,30,Male,Bogor,13569320.0,89,312307,3,Sports,Silver,5.0,20
C143,20,Female,Bogor,,46,353568,7,Beauty,Bronze,3.0,40
C144,23,Male,Bandung,5614235.0,68,552754,6,Food,Silver,3.0,10
C145,25,Male,Bekasi,3491036.0,33,513547,8,Beauty,Gold,1.0,19
C146,44,Male,Bekasi,11715912.0,1,453850,8,Food,Bronze,5.0,3
C147,26,Female,Depok,9046914.0,19,185870,6,Electronics,Bronze,3.0,24
C148,54,Female,Bogor,13851224.0,31,334564,10,Beauty,Bronze,2.0,5
C149,50,Female,Bekasi,5710241.0,80,560259,3,Sports,Gold,4.0,3
C150,41,Female,Tangerang,14822411.0,14,694863,3,Food,Silver,2.0,58
C151,32,Female,Bandung,4142953.0,53,832518,1,Sports,Silver,4.0,27
C152,49,Male,Tangerang,6961352.0,48,341444,7,Fashion,Gold,3.0,16
C153,49,Male,Tangerang,6978702.0,69,926313,5,Food,Gold,1.0,49
C154,41,Male,Bandung,11168984.0,90,60749,4,Beauty,Silver,2.0,15
C155,29,Male,Tangerang,3326916.0,62,678419,10,Food,Silver,2.0,35
C156,19,Female,Bekasi,6597706.0,92,730481,4,Sports,Silver,2.0,12
C157,20,Male,Bogor,7506554.0,66,964995,4,Electronics,Silver,4.0,41
C158,54,Female,Bandung,3605409.0,64,349631,6,Food,Bronze,3.0,53
C159,34,Male,Depok,12462743.0,70,275019,8,Beauty,Gold,2.0,44
C160,19,Female,Tangerang,14377787.0,63,476577,8,Fashion,Silver,2.0,26
C161,19,Female,Bandung,9849486.0,73,857655,5,Electronics,Bronze,1.0,47
C162,45,Male,Jakarta,8050405.0,33,647218,6,Fashion,Silver,,34
C163,40,Male,Jakarta,11337735.0,41,719416,4,Food,Bronze,3.0,23
C164,54,Male,Bogor,4725690.0,89,340524,9,Sports,Bronze,3.0,31
C165,49,Male,Bekasi,6280772.0,48,862467,8,Sports,Silver,5.0,50
C166,50,Female,Bogor,11197295.0,13,867052,10,Beauty,Bronze,1.0,20
C167,18,Male,Bogor,8809041.0,73,987381,10,Sports,Silver,5.0,12
C168,36,Male,Bogor,8087268.0,77,306553,1,Electronics,Silver,4.0,23
C169,19,Female,Bogor,9155579.0,31,498532,2,Sports,Bronze,5.0,4
C170,43,Male,Depok,3403119.0,75,7325452,9,Beauty,Gold,2.0,23
C171,49,Male,Depok,11212420.0,68,429504,8,Food,Bronze,5.0,48
C172,23,Male,Bandung,3402732.0,98,103352,3,Food,Silver,3.0,55
C173,49,Male,Jakarta,3506079.0,4,474127,8,Sports,Silver,4.0,48
C174,21,Male,Bogor,,19,213856,1,Fashion,Bronze,,1
C175,28,Female,Bandung,14012444.0,70,53191,10,Food,Bronze,5.0,54
C176,34,Male,Jakarta,4132658.0,98,926968,4,Sports,Silver,4.0,25
C177,55,Male,Tangerang,4985209.0,82,678864,3,Beauty,Gold,4.0,2
C178,41,Male,Bekasi,,13,245713,6,Sports,Bronze,2.0,30
C179,22,Male,Depok,,23,492939,7,Food,Silver,5.0,3
C180,51,Male,Tangerang,11399911.0,83,53631,4,Beauty,Silver,4.0,58
C181,23,Female,Jakarta,12598817.0,75,187244,7,Sports,Gold,4.0,21
C182,39,Male,Tangerang,6479591.0,1,354224,9,Electronics,Silver,1.0,25
C183,28,Female,Bekasi,8203916.0,88,270169,2,Beauty,Silver,4.0,20
C184,33,Female,Jakarta,9026988.0,54,664641,3,Electronics,Silver,1.0,49
C185,50,Male,Tangerang,10426263.0,71,463497,5,Fashion,Silver,5.0,52
C186,26,Male,Depok,5366610.0,89,602959,3,Beauty,Gold,5.0,22
C187,23,Male,Depok,7180303.0,85,697099,8,Electronics,Bronze,5.0,21
C188,33,Male,Bandung,12456807.0,15,756791,10,Food,Silver,3.0,33
C189,46,Female,Tangerang,7684346.0,65,271972,8,Food,Gold,5.0,52
C190,20,Male,Bogor,,76,827499,8,Fashion,Gold,4.0,38
C191,37,Male,Tangerang,4047343.0,71,439878,9,Beauty,Gold,2.0,15
C192,53,Male,Jakarta,8719720.0,15,798321,4,Beauty,Silver,1.0,58
C193,36,Male,Jakarta,11493836.0,21,558679,5,Beauty,Silver,3.0,58
C194,43,Male,Tangerang,7620650.0,19,471818,5,Fashion,Silver,,46
C195,20,Male,Bekasi,4755692.0,60,794149,8,Beauty,Silver,5.0,52
C196,36,Female,Depok,12272664.0,93,887831,7,Food,Bronze,2.0,15
C197,37,Female,Jakarta,4730228.0,89,728832,9,Electronics,Silver,2.0,46
C198,49,Male,Depok,4946793.0,33,754590,8,Food,Silver,3.0,25
C199,24,Male,Jakarta,4569123.0,49,57099,2,Food,Bronze,1.0,21
C200,50,Male,Bandung,9115518.0,96,823974,10,Electronics,Silver,5.0,24
C201,35,Female,Bogor,14667877.0,35,468647,4,Food,Silver,3.0,57
C202,18,Male,Jakarta,90228538.0,44,630780,6,Fashion,Gold,4.0,58
C203,28,Female,Depok,13115078.0,90,146722,2,Electronics,Bronze,4.0,5
C204,45,Male,Bandung,14729028.0,11,604399,7,Food,Bronze,3.0,6
C205,42,Male,Jakarta,11437482.0,99,113936,3,Sports,Silver,5.0,49
C206,40,Male,Bekasi,4622572.0,72,727974,3,Food,Bronze,3.0,43
C207,48,Male,Bogor,6220281.0,78,273332,2,Fashion,Silver,5.0,48
C208,47,Female,Jakarta,5689784.0,74,775836,8,Beauty,Silver,2.0,44
C209,52,Female,Bandung,11175602.0,66,823319,6,Food,Bronze,3.0,47
C210,24,Male,Bekasi,3709662.0,46,373064,1,Beauty,Silver,5.0,23
C211,33,Male,Tangerang,9863382.0,9,537510,1,Sports,Silver,3.0,4
C212,43,Female,Bandung,8321129.0,3,113530,7,Food,Silver,3.0,27
C213,19,Female,Bandung,11859060.0,85,479440,8,Electronics,Gold,5.0,18
C214,18,Female,Bekasi,8672605.0,26,319932,5,Beauty,Gold,5.0,21
C215,29,Female,Bandung,13528294.0,72,602370,5,Sports,Silver,1.0,28
C216,22,Male,Bekasi,5592670.0,48,959719,4,Electronics,Silver,3.0,35
C217,54,Female,Jakarta,7810833.0,66,663858,6,Electronics,Silver,,22
C218,49,Male,Bekasi,80325526.0,70,675303,6,Electronics,Gold,,40
C219,26,Female,Bekasi,,28,782176,3,Electronics,Silver,3.0,23
C220,52,Female,Bogor,3442061.0,93,920020,9,Food,Silver,5.0,3
C221,36,Female,Bekasi,14723340.0,26,197603,7,Food,Gold,3.0,40
C222,33,Female,Bekasi,6761675.0,25,924772,1,Food,Bronze,3.0,50
C223,20,Female,Tangerang,13649894.0,12,668727,7,Sports,Gold,4.0,10
C224,37,Male,Jakarta,10415745.0,5,191214,5,Sports,Bronze,5.0,25
C225,41,Male,Bogor,11082655.0,98,689341,5,Sports,Silver,,52
C226,50,Female,Tangerang,11877580.0,48,622643,2,Fashion,Silver,2.0,49
C227,41,Female,Depok,12512602.0,37,453082,4,Sports,Gold,1.0,8
C228,28,Male,Jakarta,6081328.0,79,251139,6,Food,Gold,4.0,55
C229,25,Female,Jakarta,8371112.0,44,808994,10,Food,Silver,3.0,11
C230,53,Female,Depok,14006311.0,100,699714,7,Fashion,Silver,2.0,5
C231,55,Male,Bekasi,11551646.0,15,638315,5,Fashion,Silver,3.0,58
C232,37,Female,Tangerang,10281505.0,43,501122,9,Sports,Gold,3.0,45
C233,52,Female,Bandung,8124795.0,48,209210,3,Beauty,Silver,5.0,53
C234,42,Male,Bogor,55216813.0,87,142601,1,Fashion,Silver,5.0,55
C235,52,Male,Bandung,,70,79956,4,Electronics,Bronze,5.0,37
C236,42,Male,Depok,12763180.0,46,288340,9,Food,Silver,2.0,56
C237,46,Female,Jakarta,13744482.0,43,679085,4,Electronics,Silver,3.0,59
C238,35,Male,Jakarta,9493509.0,21,961349,2,Food,Silver,1.0,45
C239,35,Male,Bogor,11989138.0,23,962735,10,Food,Bronze,,38
C240,19,Male,Jakarta,12466441.0,80,519511,5,Fashion,Gold,5.0,29
C241,52,Male,Jakarta,13966248.0,47,710799,3,Fashion,Bronze,5.0,5
C242,33,Male,Bogor,11824031.0,15,878965,9,Electronics,Silver,3.0,9
C243,53,Male,Tangerang,4192929.0,25,5587073,4,Food,Gold,3.0,59
C244,50,Female,Tangerang,11711998.0,36,653103,6,Electronics,Silver,2.0,48
C245,21,Female,Bogor,9555035.0,75,89279,2,Beauty,Bronze,2.0,2
C246,50,Male,Depok,13052829.0,51,421931,6,Electronics,Silver,5.0,1
C247,31,Male,Jakarta,,15,991392,3,Sports,Gold,3.0,40
C248,38,Male,Jakarta,11067987.0,68,198702,9,Electronics,Silver,1.0,60
C249,37,Female,Depok,4656671.0,21,111063,2,Sports,Gold,4.0,51
C250,25,Female,Tangerang,8681635.0,13,823887,9,Sports,Bronze,,30
C251,24,Female,Bekasi,9145265.0,86,304311,5,Sports,Silver,3.0,11
C252,20,Female,Bekasi,11527171.0,19,702184,8,Beauty,Silver,2.0,28
C253,34,Female,Bekasi,3783066.0,34,740504,2,Electronics,Gold,4.0,44
C254,50,Female,Tangerang,12943231.0,78,495377,6,Electronics,Bronze,5.0,12
C255,29,Female,Tangerang,7899856.0,68,539934,3,Beauty,Gold,3.0,39
C256,39,Female,Depok,9240779.0,52,569089,10,Food,Silver,5.0,26
C257,39,Female,Jakarta,7055957.0,27,796434,5,Fashion,Silver,3.0,13
C258,47,Male,Depok,9617488.0,29,258432,8,Electronics,Bronze,5.0,59
C259,55,Male,Depok,3597897.0,28,232051,10,Fashion,Gold,4.0,8
C260,55,Male,Tangerang,6941237.0,35,147661,1,Beauty,Bronze,2.0,54
C261,25,Male,Bekasi,12161408.0,8,974483,5,Food,Silver,4.0,28
C262,44,Female,Bandung,5042999.0,16,993693,3,Food,Bronze,1.0,58
C263,44,Female,Jakarta,14911162.0,36,747960,4,Food,Gold,2.0,30
C264,51,Male,Tangerang,6659985.0,30,502776,2,Beauty,Silver,4.0,9
C265,38,Female,Bekasi,4902897.0,18,521256,9,Sports,Silver,1.0,39
C266,47,Male,Bandung,11019213.0,2,173257,3,Sports,Bronze,3.0,31
C267,50,Female,Bandung,77923330.0,49,922637,2,Fashion,Silver,3.0,58
C268,45,Male,Tangerang,4163950.0,77,319054,10,Sports,Silver,5.0,21
C269,50,Female,Bogor,3549148.0,4,883289,9,Sports,Gold,2.0,56
C270,22,Female,Jakarta,5773707.0,90,609252,7,Food,Gold,3.0,47
C271,36,Male,Bandung,8068002.0,89,468443,6,Food,Bronze,2.0,34
C272,21,Female,Tangerang,5773939.0,94,973482,1,Fashion,Silver,3.0,55
C273,52,Male,Tangerang,4935740.0,75,853585,5,Electronics,Bronze,,31
C274,34,Male,Bekasi,6434955.0,7,371909,3,Fashion,Silver,4.0,52
C275,45,Male,Bogor,7936710.0,95,804444,1,Fashion,Bronze,5.0,25
C276,47,Male,Jakarta,14133834.0,74,682500,4,Beauty,Silver,1.0,12
C277,46,Female,Depok,8155872.0,39,613359,2,Beauty,Silver,3.0,1
C278,23,Female,Bekasi,6177326.0,13,162990,2,Fashion,Silver,1.0,55
C279,52,Female,Bandung,4554510.0,31,119519,3,Fashion,Silver,1.0,22
C280,54,Male,Bandung,13219423.0,71,59503,8,Fashion,Silver,2.0,40
C281,41,Female,Bekasi,6763122.0,63,241775,8,Sports,Silver,3.0,37
C282,46,Male,Tangerang,13774986.0,56,669745,7,Beauty,Bronze,1.0,47
C283,48,Female,Bandung,7421590.0,42,763226,6,Fashion,Silver,4.0,1
C284,52,Female,Bogor,5534937.0,61,197977,9,Food,Bronze,1.0,1
C285,50,Female,Jakarta,14546081.0,42,620126,4,Food,Silver,4.0,57
C286,38,Male,Bogor,3812461.0,56,961632,1,Sports,Silver,2.0,42
C287,49,Female,Bandung,7427036.0,36,501495,8,Sports,Silver,1.0,54
C288,40,Female,Depok,4718224.0,84,663777,7,Electronics,Bronze,5.0,42
C289,50,Male,Jakarta,5710626.0,68,76806,7,Electronics,Silver,2.0,21
C290,20,Female,Jakarta,12312652.0,7,226072,3,Electronics,Gold,4.0,15
C291,35,Male,Bekasi,14369960.0,54,465384,4,Sports,Silver,2.0,17
C292,42,Female,Bekasi,10906166.0,1,120119,10,Sports,Silver,1.0,22
C293,48,Male,Depok,10310108.0,44,875146,9,Sports,Silver,3.0,38
C294,20,Male,Tangerang,12775260.0,45,235165,6,Food,Bronze,3.0,35
C295,41,Female,Jakarta,9440010.0,47,891851,5,Sports,Silver,4.0,45
C296,49,Male,Depok,11674163.0,13,679720,3,Food,Silver,4.0,16
C297,39,Male,Bekasi,3444191.0,22,520641,9,Electronics,Bronze,3.0,8
C298,40,Male,Bekasi,4502337.0,21,929381,5,Electronics,Bronze,4.0,47
C299,19,Male,Jakarta,6486669.0,86,521027,5,Electronics,Bronze,2.0,17
C300,44,Male,Bogor,12309205.0,92,969965,4,Fashion,Silver,5.0,17
C301,19,Male,Bandung,13431946.0,9,457507,4,Fashion,Gold,5.0,54
C302,43,Female,Bekasi,6722946.0,26,752164,1,Beauty,Bronze,2.0,26
C303,34,Male,Tangerang,10064400.0,9,913403,7,Beauty,Silver,5.0,13
C304,50,Male,Tangerang,12874813.0,15,929903,9,Beauty,Bronze,1.0,17
C305,26,Female,Bekasi,,10,901378,3,Fashion,Gold,2.0,38
C306,46,Female,Bogor,3224695.0,88,935421,2,Fashion,Bronze,4.0,17
C307,43,Female,Bogor,14370075.0,42,134080,3,Beauty,Silver,2.0,48
C308,52,Female,Depok,6441628.0,72,302791,1,Beauty,Silver,3.0,14
C309,42,Female,Tangerang,12490452.0,24,127794,6,Sports,Silver,4.0,45
C310,41,Female,Depok,10552975.0,80,342985,7,Beauty,Silver,3.0,6
C311,30,Female,Tangerang,11123236.0,49,174447,2,Sports,Silver,4.0,35
C312,24,Male,Bandung,10761850.0,26,170029,8,Food,Silver,5.0,46
C313,53,Male,Bandung,12799314.0,91,229830,6,Fashion,Bronze,2.0,14
C314,37,Female,Jakarta,6340216.0,37,557942,4,Beauty,Bronze,1.0,47
C315,18,Male,Depok,6833284.0,68,388416,5,Fashion,Silver,,8
C316,25,Male,Bekasi,4847865.0,50,611931,8,Fashion,Bronze,4.0,15
C317,33,Male,Depok,10586725.0,24,356094,3,Fashion,Bronze,3.0,54
C318,31,Female,Bekasi,12308092.0,19,237921,3,Food,Silver,5.0,27
C319,29,Female,Bogor,7897954.0,100,412644,4,Electronics,Gold,3.0,13
C320,40,Male,Depok,7017136.0,60,733404,1,Beauty,Silver,3.0,49
C321,32,Female,Bogor,3344855.0,39,548685,9,Electronics,Bronze,5.0,31
C322,45,Male,Bandung,8750283.0,74,437732,8,Electronics,Bronze,1.0,53
C323,51,Male,Bandung,4074961.0,89,6393488,8,Electronics,Gold,3.0,56
C324,19,Male,Jakarta,7625678.0,18,916183,10,Fashion,Bronze,3.0,35
C325,49,Male,Depok,14950571.0,19,672893,6,Sports,Bronze,4.0,60
C326,40,Female,Bogor,5377935.0,36,991415,7,Fashion,Silver,5.0,6
C327,39,Female,Bekasi,,74,5928252,6,Fashion,Silver,2.0,5
C328,42,Female,Bandung,11296877.0,97,394710,9,Electronics,Silver,,22
C329,39,Male,Bandung,5474968.0,55,800230,3,Fashion,Bronze,1.0,58
C330,39,Female,Bekasi,9166160.0,69,719931,3,Electronics,Bronze,5.0,49
C331,23,Male,Bogor,8672540.0,47,682543,3,Sports,Gold,4.0,23
C332,32,Female,Bogor,8644807.0,49,834586,10,Beauty,Bronze,4.0,25
C333,54,Male,Depok,8972558.0,99,501157,3,Electronics,Silver,5.0,34
C334,50,Male,Depok,5442266.0,98,108005,9,Sports,Silver,4.0,26
C335,25,Male,Tangerang,7437677.0,33,267322,4,Beauty,Silver,1.0,47
C336,22,Female,Tangerang,,21,239784,7,Food,Silver,1.0,5
C337,21,Female,Jakarta,8241218.0,81,617829,9,Electronics,Bronze,2.0,26
C338,23,Female,Bandung,13044351.0,22,73387,7,Electronics,Silver,5.0,20
C339,49,Female,Depok,8150635.0,48,930412,9,Food,Gold,3.0,6
C340,47,Male,Bogor,8481140.0,37,754268,3,Food,Gold,3.0,6
C341,52,Female,Bekasi,10214615.0,15,135457,4,Electronics,Bronze,2.0,59
